Name,Party,Riding,Province,Status,ElectionNum
"COMUZZI-STEHMANN, Moe ",Conservative Party of Canada,THUNDER BAY--RAINY RIVER,Ontario,0,41
"CORBEIL, Joanne ",New Democratic Party,WESTMOUNT--VILLE-MARIE,Quebec,0,41
"COUTURE, Marielle ",Parti Rhinocéros,CHICOUTIMI--LE FJORD,Quebec,0,41
"CRAWFORD, Marie ",Animal Alliance Environment Voters Party of Canada,TORONTO--DANFORTH,Ontario,0,41
"CROMBIE, Bonnie ",Liberal,MISSISSAUGA--STREETSVILLE,Ontario,0,41
"CROWDER, Jean ",New Democratic Party,NANAIMO--COWICHAN,British Columbia,1,41
"CROWLEY, Hilary ",Green Party of Canada,PRINCE GEORGE--PEACE RIVER,British Columbia,0,41
"DANDENAULT, Christine ",Marxist-Leninist Party,HOCHELAGA,Quebec,0,41
"DAOUST, Élise ",Bloc Québécois,OUTREMONT,Quebec,0,41
"DARNELL, Rebecca ",Liberal,LANGLEY,British Columbia,0,41
"DAVIDSON, Pat ",Conservative Party of Canada,SARNIA--LAMBTON,Ontario,1,41
"DAVIES, Libby ",New Democratic Party,VANCOUVER EAST,British Columbia,1,41
"DAWSON, Bonnie ",Animal Alliance Environment Voters Party of Canada,WESTERN ARCTIC,Northwest Territories,0,41
"DAY, Anne-Marie ",New Democratic Party,CHARLESBOURG--HAUTE-SAINT-CHARLES,Quebec,1,41
"DEBELLEFEUILLE, Claude ",Bloc Québécois,BEAUHARNOIS--SALABERRY,Quebec,0,41
"DELGADO DIHIGO, Yaneisy ",Green Party of Canada,HOCHELAGA,Quebec,0,41
"DELORME, Claudine ",Green Party of Canada,PORTNEUF--JACQUES-CARTIER,Quebec,0,41
"DEMERS, Julie ",New Democratic Party,BOURASSA,Quebec,0,41
"DEMERS, Nicole ",Bloc Québécois,LAVAL,Quebec,0,41
"DESCHAMPS, Johanne ",Bloc Québécois,LAURENTIDES--LABELLE,Quebec,0,41
"DEVEAU, Melanie ",Liberal,WINDSOR WEST,Ontario,0,41
"DEVINE, Rachelle ",New Democratic Party,KILDONAN--ST. PAUL,Manitoba,0,41
"DEVRIES, Irma N ",Christian Heritage Party of Canada,PERTH--WELLINGTON,Ontario,0,41
"DHALLA, Ruby ",Liberal,BRAMPTON--SPRINGDALE,Ontario,0,41
"DHANOA, Pam ",Liberal,FLEETWOOD--PORT KELLS,British Columbia,0,41
"DI CARLO, Anna ",Marxist-Leninist Party,ETOBICOKE NORTH,Ontario,0,41
"DILWORTH, Diana ",Conservative Party of Canada,NEW WESTMINSTER--COQUITLAM,British Columbia,0,41
"DORÉ LEFEBVRE, Rosane ",New Democratic Party,ALFRED-PELLAN,Quebec,1,41
"DUNCAN, Kirsty ",Liberal,ETOBICOKE NORTH,Ontario,1,41
"DUNCAN, Linda ",New Democratic Party,EDMONTON--STRATHCONA,Alberta,1,41
"DUNCAN MCMILLAN, Cindy ",Liberal,PONTIAC,Quebec,0,41
"DURETTE, Annie ",Green Party of Canada,JOLIETTE,Quebec,0,41
"ECKERT, Rona ",New Democratic Party,NIPISSING--TIMISKAMING,Ontario,0,41
"EDWARDS, Lyn ",New Democratic Party,HALIBURTON--KAWARTHA LAKES--BROCK,Ontario,0,41
"ELOYAN, Noushig ",Liberal,AHUNTSIC,Quebec,0,41
"ENNS, Denali ",Green Party of Canada,CHARLESWOOD--ST. JAMES--ASSINIBOIA,Manitoba,0,41
"FAILLE, Meili ",Bloc Québécois,VAUDREUIL--SOULANGES,Quebec,0,41
"FALARDEAU, Judi ",Libertarian Party of Canada,TORONTO CENTRE,Ontario,0,41
"FALLON, Mani ",Conservative Party of Canada,NEWTON--NORTH DELTA,British Columbia,0,41
"FAULKNER, Anne ",Green Party of Canada,HALDIMAND--NORFOLK,Ontario,0,41
"FERLAND DROLET, Nathalie ",Conservative Party of Canada,CHAMBLY--BORDUAS,Quebec,0,41
"FINDLAY, Kerry-Lynne ",Conservative Party of Canada,DELTA--RICHMOND EAST,British Columbia,1,41
"FINLEY, Diane ",Conservative Party of Canada,HALDIMAND--NORFOLK,Ontario,1,41
"FINLEY, Sandra ",Green Party of Canada,SASKATOON--HUMBOLDT,Saskatchewan,0,41
"FLOREZ, Maria Ximena ",New Democratic Party,SAINT-LAURENT--CARTIERVILLE,Quebec,0,41
"FONTAINE, Michelle ",Green Party of Canada,LOUIS-HÉBERT,Quebec,0,41
"FOOTE, Judy ",Liberal,RANDOM--BURIN--ST. GEORGE'S,Newfoundland and Labrador,1,41
"FOX, Alishia ",Green Party of Canada,WINDSOR WEST,Ontario,0,41
"FRANCIS, Janna ",Liberal,OKANAGAN--SHUSWAP,British Columbia,0,41
"FREDETTE, Tanya ",New Democratic Party,LOTBINIÈRE--CHUTES-DE-LA-CHAUDIÈRE,Quebec,0,41
"FREEMAN, Carole ",Bloc Québécois,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,0,41
"FREEMAN, Mylène ",New Democratic Party,ARGENTEUIL--PAPINEAU--MIRABEL,Quebec,1,41
"FREI, Rosemary ",Green Party of Canada,YORK CENTRE,Ontario,0,41
"FRY, Hedy ",Liberal,VANCOUVER CENTRE,British Columbia,1,41
"FUETEN, Nora ",Green Party of Canada,BRANT,Ontario,0,41
"GAGNÉ, Shawna ",New Democratic Party,MONCTON--RIVERVIEW--DIEPPE,New Brunswick,0,41
"GAGNON, Christiane ",Bloc Québécois,QUÉBEC,Quebec,0,41
"GAL, Jessica ",Green Party of Canada,NOTRE-DAME-DE-GRÂCE--LACHINE,Quebec,0,41
"GALLANT, Cheryl ",Conservative Party of Canada,RENFREW--NIPISSING--PEMBROKE,Ontario,1,41
"GALLYOT, Marlene ",Conservative Party of Canada,SCARBOROUGH--ROUGE RIVER,Ontario,0,41
"GALVAO, Susan ",New Democratic Party,CAMBRIDGE,Ontario,0,41
"GANTON, Corina ",Liberal,PEACE RIVER,Alberta,0,41
"GAUDET, Francine ",Liberal,BERTHIER--MASKINONGÉ,Quebec,0,41
"GAUDREAULT, Martine ",Liberal,CHARLESBOURG--HAUTE-SAINT-CHARLES,Quebec,0,41
"GEAREY, Jennifer ",Conservative Party of Canada,GATINEAU,Quebec,0,41
"GENEST, Anne-Marie ",Christian Heritage Party of Canada,BEAUPORT--LIMOILOU,Quebec,0,41
"GERL, Sylvia ",New Democratic Party,YORK--SIMCOE,Ontario,0,41
"GHADDAR, Jamilé ",Marxist-Leninist Party,ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE,Ontario,0,41
"GHANAM, Denise ",Conservative Party of Canada,WINDSOR--TECUMSEH,Ontario,0,41
"GIBSON, Janine ",Green Party of Canada,PROVENCHER,Manitoba,0,41
"GILES, Janine ",New Democratic Party,MACLEOD,Alberta,0,41
"GIRARD, Marianne ",Green Party of Canada,MONTCALM,Quebec,0,41
"GLOVER, Shelly ",Conservative Party of Canada,SAINT BONIFACE,Manitoba,1,41
"GODUE, Marie-Claude ",Conservative Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,41
"GORDON, Alicia ",Conservative Party of Canada,KINGSTON AND THE ISLANDS,Ontario,0,41
"GOSSELIN, Danielle-Maude ",Bloc Québécois,LÉVIS--BELLECHASSE,Quebec,0,41
"GRANT, Lisa ",Green Party of Canada,WESTLOCK--ST. PAUL,Alberta,0,41
"GRENON, Suzie ",Liberal,ABITIBI--TÉMISCAMINGUE,Quebec,0,41
"GRESSARD BÉLANGER, Sandrine ",Conservative Party of Canada,COMPTON--STANSTEAD,Quebec,0,41
"GREWAL, Nina ",Conservative Party of Canada,FLEETWOOD--PORT KELLS,British Columbia,1,41
"GROGUHÉ, Sadia ",New Democratic Party,SAINT-LAMBERT,Quebec,1,41
"GUAY, Monique ",Bloc Québécois,RIVIÈRE-DU-NORD,Quebec,0,41
"GUERGIS, Helena ",No affiliation to a recognised party,SIMCOE--GREY,Ontario,0,41
"GUILLOT-PROULX, Christine ",Green Party of Canada,NICKEL BELT,Ontario,0,41
"GUNN, Vicki ",Christian Heritage Party of Canada,YORK--SIMCOE,Ontario,0,41
"GUTMANIS, Tanya ",Green Party of Canada,RANDOM--BURIN--ST. GEORGE'S,Newfoundland and Labrador,0,41
"GVENTER, Karen ",New Democratic Party,BRUCE--GREY--OWEN SOUND,Ontario,0,41
"HAGAN, Janice ",New Democratic Party,OAK RIDGES--MARKHAM,Ontario,0,41
"HALIBURTON, Victoria ",Parti Rhinocéros,WESTMOUNT--VILLE-MARIE,Quebec,0,41
"HALL FINDLAY, Martha ",Liberal,WILLOWDALE,Ontario,0,41
"HANKEL, Nicole ",Liberal,MACLEOD,Alberta,0,41
"HARDIN, Madeleine ",Liberal,ABBOTSFORD,British Columbia,0,41
"HARQUAIL, Maureen ",Conservative Party of Canada,ST. PAUL'S,Ontario,0,41
"HARRISON, Rebecca ",Green Party of Canada,WHITBY--OSHAWA,Ontario,0,41
"HARTMAN, Carol ",Liberal,SUDBURY,Ontario,0,41
"HARVEY, Janice ",Green Party of Canada,NEW BRUNSWICK SOUTHWEST,New Brunswick,0,41
"HASSAINIA, Sana ",New Democratic Party,VERCHÈRES--LES PATRIOTES,Quebec,1,41
"HAWKINS, Nadine Marie ",New Democratic Party,MARKHAM--UNIONVILLE,Ontario,0,41
"HEFFERNAN, Holly ",New Democratic Party,CALGARY SOUTHWEST,Alberta,0,41
"HELPS, Rebecca ",Green Party of Canada,NEW WESTMINSTER--COQUITLAM,British Columbia,0,41
"HENDERSON, Lyndsey Ellen ",New Democratic Party,WESTLOCK--ST. PAUL,Alberta,0,41
"HEROUX, Pat ",New Democratic Party,HALTON,Ontario,0,41
"HETHERINGTON, Renée ",Liberal,SAANICH--GULF ISLANDS,British Columbia,0,41
"HODGE, Mary Ann ",Green Party of Canada,LONDON NORTH CENTRE,Ontario,0,41
"HODGSON, Bev ",Liberal,NIAGARA FALLS,Ontario,0,41
"HOEPPNER, Candice ",Conservative Party of Canada,PORTAGE--LISGAR,Manitoba,1,41
"HOFFMAN, Rachel ",Marxist-Leninist Party,NOTRE-DAME-DE-GRÂCE--LACHINE,Quebec,0,41
"HOGBIN, Emma ",Green Party of Canada,BRUCE--GREY--OWEN SOUND,Ontario,0,41
"HOLLIDAY, Catherine ",Communist Party of Canada,TORONTO CENTRE,Ontario,0,41
"HOOPER, Alice ",Green Party of Canada,KELOWNA--LAKE COUNTRY,British Columbia,0,41
"HUGHES, Carol ",New Democratic Party,ALGOMA--MANITOULIN--KAPUSKASING,Ontario,1,41
"HUGHES, Elaine ",Green Party of Canada,YORKTON--MELVILLE,Saskatchewan,0,41
"HUNDT, Natalie ",New Democratic Party,SCARBOROUGH CENTRE,Ontario,0,41
"HUNTER, Jen ",Green Party of Canada,OTTAWA CENTRE,Ontario,0,41
"HYNES, Mary Trapani ",New Democratic Party,DON VALLEY EAST,Ontario,0,41
"INNES, Christine ",Liberal,TRINITY--SPADINA,Ontario,0,41
"INOUYE, Nikki ",New Democratic Party,OKANAGAN--SHUSWAP,British Columbia,0,41
"JACKSON, Rita ",New Democratic Party,MALPEQUE,Prince Edward Island,0,41
"JAMES, Roxanne ",Conservative Party of Canada,SCARBOROUGH CENTRE,Ontario,1,41
"JAMIESON, Anne ",Marxist-Leninist Party,VANCOUVER EAST,British Columbia,0,41
"JANZEN, Diane ",Liberal,CHILLIWACK--FRASER CANYON,British Columbia,0,41
"JENNINGS, Marlene ",Liberal,NOTRE-DAME-DE-GRÂCE--LACHINE,Quebec,0,41
"JOHNSTON, Diane ",Marxist-Leninist Party,MONT ROYAL,Quebec,0,41
"JOIZIL, Karine ",Liberal,LAVAL--LES ÎLES,Quebec,0,41
"KALBOUNEH, Farah ",New Democratic Party,MISSISSAUGA SOUTH,Ontario,0,41
"KALMANOVITCH, Tisha ",New Democratic Party,KELOWNA--LAKE COUNTRY,British Columbia,0,41
"KEENAN, Bernadette ",Green Party of Canada,SURREY NORTH,British Columbia,0,41
"KEEPING, Susan ",New Democratic Party,SOUTH SURREY--WHITE ROCK--CLOVERDALE,British Columbia,0,41
"KELLEY, Heather ",New Democratic Party,NIAGARA FALLS,Ontario,0,41
"KENNEDY, Valerie ",Green Party of Canada,EDMONTON--LEDUC,Alberta,0,41
"KENNY, Robyn ",Green Party of Canada,BONAVISTA--GANDER--GRAND FALLS--WINDSOR,Newfoundland and Labrador,0,41
"KINCH, Janice ",Liberal,CALGARY WEST,Alberta,0,41
"KNOCKWOOD, Eliza ",Green Party of Canada,CHARLOTTETOWN,Prince Edward Island,0,41
"KNOWLES, Shawna ",New Democratic Party,CALGARY WEST,Alberta,0,41
"KOURI, Denise ",New Democratic Party,SASKATOON--HUMBOLDT,Saskatchewan,0,41
"KWAN, Clara ",Green Party of Canada,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,0,41
"LADOUCEUR-DESPINS, Gabrielle ",Bloc Québécois,NOTRE-DAME-DE-GRÂCE--LACHINE,Quebec,0,41
"LALIBERTÉ, Nicole ",New Democratic Party,LÉVIS--BELLECHASSE,Quebec,0,41
"LALLI, Sangeeta ",Liberal,CARIBOO--PRINCE GEORGE,British Columbia,0,41
"LALONDE, Krista ",New Democratic Party,BAS-RICHELIEU--NICOLET--BÉCANCOUR,Quebec,0,41
"LAMBA, Priti ",Conservative Party of Canada,ETOBICOKE NORTH,Ontario,0,41
"LAMONTAGNE, Marlene ",Liberal,CALGARY SOUTHWEST,Alberta,0,41
"LAROUCHE, Nicole ",Liberal,LOTBINIÈRE--CHUTES-DE-LA-CHAUDIÈRE,Quebec,0,41
"LATENDRESSE, Alexandrine ",New Democratic Party,LOUIS-SAINT-LAURENT,Quebec,1,41
"LAURIN-BOWIE, Connie ",Liberal,HALTON,Ontario,0,41
"LAUTEN, Susanne ",Green Party of Canada,HALIBURTON--KAWARTHA LAKES--BROCK,Ontario,0,41
"LAVALLÉE, Carole ",Bloc Québécois,SAINT-BRUNO--SAINT-HUBERT,Quebec,0,41
"LAVELL, Shan ",Liberal,BRITISH COLUMBIA SOUTHERN INTERIOR,British Columbia,0,41
"LAVERDIÈRE, Hélène ",New Democratic Party,LAURIER--SAINTE-MARIE,Quebec,1,41
"LEBLANC, Hélène ",New Democratic Party,LASALLE--ÉMARD,Quebec,1,41
"LEBLANC, Lucie ",Conservative Party of Canada,RIVIÈRE-DES-MILLE-ÎLES,Quebec,0,41
"LECLERC, Mélisa ",Conservative Party of Canada,SHEFFORD,Quebec,0,41
"LEDUC, Jocelyne ",Green Party of Canada,LAVAL,Quebec,0,41
"LEE, Sandy ",Conservative Party of Canada,WESTERN ARCTIC,Northwest Territories,0,41
"LEITCH, Kellie ",Conservative Party of Canada,SIMCOE--GREY,Ontario,1,41
"LEMIEUX, Sylvie ",Green Party of Canada,GLENGARRY--PRESCOTT--RUSSELL,Ontario,0,41
"LEONARD, Ronna-Rae ",New Democratic Party,VANCOUVER ISLAND NORTH,British Columbia,0,41
"LESLIE, Megan ",New Democratic Party,HALIFAX,Nova Scotia,1,41
"LEVENSON, Karen ",Animal Alliance Environment Voters Party of Canada,GUELPH,Ontario,0,41
"LEVI-PETERS, Susan ",New Democratic Party,BEAUSÉJOUR,New Brunswick,0,41
"LITVIN, Svetlana ",Conservative Party of Canada,SAINT-LAURENT--CARTIERVILLE,Quebec,0,41
"LIU, Laurin ",New Democratic Party,RIVIÈRE-DES-MILLE-ÎLES,Quebec,1,41
"LONG, Vanessa ",Green Party of Canada,NEWMARKET--AURORA,Ontario,0,41
"LORING-KUHANGA, Edith ",New Democratic Party,SAANICH--GULF ISLANDS,British Columbia,0,41
"LOVE, Kimberley ",Liberal,BRUCE--GREY--OWEN SOUND,Ontario,0,41
"LOVEYS, Marjory ",Liberal,LEEDS--GRENVILLE,Ontario,0,41
"LUMLEY, Lisa ",Conservative Party of Canada,WINDSOR WEST,Ontario,0,41
"LYSACK, Monica ",Liberal,REGINA--LUMSDEN--LAKE CENTRE,Saskatchewan,0,41
"MAARTMAN, Zenaida ",New Democratic Party,NANAIMO--ALBERNI,British Columbia,0,41
"MACBAIN, Nancy ",New Democratic Party,ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE,Ontario,0,41
"MACDONALD, Mary ",Liberal,EDMONTON CENTRE,Alberta,0,41
"MACINTOSH, Heather ",Green Party of Canada,CALGARY CENTRE-NORTH,Alberta,0,41
"MACKIE, Yvonne ",Animal Alliance Environment Voters Party of Canada,NEWMARKET--AURORA,Ontario,0,41
"MACLELLAN, Cathy ",Green Party of Canada,KITCHENER--WATERLOO,Ontario,0,41
"MACLEOD, Kathy ",New Democratic Party,SYDNEY--VICTORIA,Nova Scotia,0,41
"MAGALIOS, Stella ",New Democratic Party,RANDOM--BURIN--ST. GEORGE'S,Newfoundland and Labrador,0,41
"MAGUIRE, Isabelle ",New Democratic Party,RICHMOND--ARTHABASKA,Quebec,0,41
"MATEJICKA, Ann ",Conservative Party of Canada,WINNIPEG NORTH,Manitoba,0,41
"MATHYSSEN, Irene ",New Democratic Party,LONDON--FANSHAWE,Ontario,1,41
"MATTEAU, Léonie ",Green Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,41
"MAY, Elizabeth ",Green Party of Canada,SAANICH--GULF ISLANDS,British Columbia,1,41
"MCAULIFFE, Trish ",New Democratic Party,WHITBY--OSHAWA,Ontario,0,41
"MCCRIMMON, Karen ",Liberal,CARLETON--MISSISSIPPI MILLS,Ontario,0,41
"MCGLYNN, Rish ",Green Party of Canada,TOBIQUE--MACTAQUAC,New Brunswick,0,41
"MCGREGOR, Betsy ",Liberal,PETERBOROUGH,Ontario,0,41
"MCINTYRE, Caitlin ",Green Party of Canada,WINNIPEG SOUTH,Manitoba,0,41
"MCLAREN, Carrie ",Green Party of Canada,BURNABY--NEW WESTMINSTER,British Columbia,0,41
"MCLEOD, Cathy ",Conservative Party of Canada,KAMLOOPS--THOMPSON--CARIBOO,British Columbia,1,41
"MCLEOD, Margaret ",Liberal,CALGARY--NOSE HILL,Alberta,0,41
"MENDÈS, Alexandra ",Liberal,BROSSARD--LA PRAIRIE,Quebec,0,41
"MENZIES, Wendy ",Liberal,DAUPHIN--SWAN RIVER--MARQUETTE,Manitoba,0,41
"MEREDITH, Deborah ",Conservative Party of Canada,VANCOUVER QUADRA,British Columbia,0,41
"MERLO, Adrianne ",Green Party of Canada,BURNABY--DOUGLAS,British Columbia,0,41
"MICHAUD, Élaine ",New Democratic Party,PORTNEUF--JACQUES-CARTIER,Quebec,1,41
"MICHELSON, Ellen ",Green Party of Canada,TORONTO CENTRE,Ontario,0,41
"MILLER, Jackie ",Liberal,REGINA--QU'APPELLE,Saskatchewan,0,41
"MILLER, Renée Amber ",Liberal,NANAIMO--ALBERNI,British Columbia,0,41
"MINIELY, Patrice ",New Democratic Party,SAINT BONIFACE,Manitoba,0,41
"MINNA, Maria ",Liberal,BEACHES--EAST YORK,Ontario,0,41
"MOCK, Karen ",Liberal,THORNHILL,Ontario,0,41
"MOEN, Sue ",Green Party of Canada,VANCOUVER ISLAND NORTH,British Columbia,0,41
"MOFFAT, Andrea ",New Democratic Party,PICKERING--SCARBOROUGH EAST,Ontario,0,41
"MONTGOMERY, Donna Marlis ",New Democratic Party,CALGARY CENTRE,Alberta,0,41
"MOORADIAN, Jennifer ",Green Party of Canada,ST. CATHARINES,Ontario,0,41
"MOORE, Christine ",New Democratic Party,ABITIBI--TÉMISCAMINGUE,Quebec,1,41
"MOORE, Darien ",New Democratic Party,BLACKSTRAP,Saskatchewan,0,41
"MORIN, Isabelle ",New Democratic Party,NOTRE-DAME-DE-GRÂCE--LACHINE,Quebec,1,41
"MORIN, Marie-Claude ",New Democratic Party,SAINT-HYACINTHE--BAGOT,Quebec,1,41
"MORRISON, Lynn ",Green Party of Canada,MADAWASKA--RESTIGOUCHE,New Brunswick,0,41
"MORTON, Peggy ",Marxist-Leninist Party,EDMONTON CENTRE,Alberta,0,41
"MOURANI, Maria ",Bloc Québécois,AHUNTSIC,Quebec,1,41
"MUGNATTO-HAMU, Adriana ",Green Party of Canada,TORONTO--DANFORTH,Ontario,0,41
"MURPHY-FLATT, Sharon ",Green Party of Canada,SAINT JOHN,New Brunswick,0,41
"MURRAY, Janice ",Marxist-Leninist Party,ETOBICOKE--LAKESHORE,Ontario,0,41
"MURRAY, Joyce ",Liberal,VANCOUVER QUADRA,British Columbia,1,41
"MUSHINSKI, Valerie ",New Democratic Party,PRINCE ALBERT,Saskatchewan,0,41
"NASH, Peggy ",New Democratic Party,PARKDALE--HIGH PARK,Ontario,1,41
"NASSIF, Eva ",Liberal,LAVAL,Quebec,0,41
"NEVILLE, Anita ",Liberal,WINNIPEG SOUTH CENTRE,Manitoba,0,41
"NEWTON, Sarah ",Green Party of Canada,PARKDALE--HIGH PARK,Ontario,0,41
"NG, Ella ",Green Party of Canada,SCARBOROUGH CENTRE,Ontario,0,41
"NGUYEN, Trang ",Conservative Party of Canada,VANCOUVER KINGSWAY,British Columbia,0,41
"NIEMCZYK, Ilona ",Liberal,ELMWOOD--TRANSCONA,Manitoba,0,41
"NUGENT, Christine ",Marxist-Leninist Party,BARRIE,Ontario,0,41
"NUSSEY, Lisa ",Marxist-Leninist Party,HAMILTON CENTRE,Ontario,0,41
"ODA, Bev ",Conservative Party of Canada,DURHAM,Ontario,1,41
"O'DONNELL, Dorothy-Jean ",Marxist-Leninist Party,CHILLIWACK--FRASER CANYON,British Columbia,0,41
"O'MAHONY, Gwen ",New Democratic Party,CHILLIWACK--FRASER CANYON,British Columbia,0,41
"O'NEILL GORDON, Tilly ",Conservative Party of Canada,MIRAMICHI,New Brunswick,1,41
"OSBORNE, Cheryl ",New Democratic Party,DAUPHIN--SWAN RIVER--MARQUETTE,Manitoba,0,41
"OUELLETTE, Danielle ",New Democratic Party,SCARBOROUGH--GUILDWOOD,Ontario,0,41
"PAPENBURG, Ellen ",New Democratic Party,PERTH--WELLINGTON,Ontario,0,41
"PAPILLON, Annick ",New Democratic Party,QUÉBEC,Quebec,1,41
"PARKER, Ellen ",New Democratic Party,CROWFOOT,Alberta,0,41
"PARSONS, Leslie ",New Democratic Party,DUFFERIN--CALEDON,Ontario,0,41
"PATCHELL, Nancy ",New Democratic Party,SCARBOROUGH--AGINCOURT,Ontario,0,41
"PÉCLET, Ève ",New Democratic Party,LA POINTE-DE-L'ÎLE,Quebec,1,41
"PELCHAT, Lyne ",Liberal,VAUDREUIL--SOULANGES,Quebec,0,41
"PERESSINI, Roberta ",New Democratic Party,SAINT-LÉONARD--SAINT-MICHEL,Quebec,0,41
"PERREAULT, Chantal ",Liberal,REPENTIGNY,Quebec,0,41
"PERREAULT, Manon ",New Democratic Party,MONTCALM,Quebec,1,41
"PETERS, Erin ",New Democratic Party,CARLETON--MISSISSIPPI MILLS,Ontario,0,41
"PETERSEN, Donna ",Marxist-Leninist Party,VANCOUVER KINGSWAY,British Columbia,0,41
"PETRUNIC, Josipa ",Liberal,CALGARY EAST,Alberta,0,41
"PITURA, Bev ",Conservative Party of Canada,WINNIPEG CENTRE,Manitoba,0,41
"PLATT, Terry ",New Democratic Party,WEST VANCOUVER--SUNSHINE COAST--SEA TO SKY COUNTRY,British Columbia,0,41
"POITRAS, Carey Ann ",Green Party of Canada,LANGLEY,British Columbia,0,41
"POLLOCK, Jennifer ",Liberal,CALGARY CENTRE,Alberta,0,41
"POWELL, Valerie ",Green Party of Canada,SIMCOE NORTH,Ontario,0,41
"PROFIT, Donna ",Conservative Party of Canada,CHARLOTTETOWN,Prince Edward Island,0,41
"QUACH, Anne Minh-Thu ",New Democratic Party,BEAUHARNOIS--SALABERRY,Quebec,1,41
"RAITT, Lisa ",Conservative Party of Canada,HALTON,Ontario,1,41
"RANKIN, Naomi ",Communist Party of Canada,EDMONTON--MILL WOODS--BEAUMONT,Alberta,0,41
"RATANSI, Yasmin ",Liberal,DON VALLEY EAST,Ontario,0,41
"RAYNAULT, Francine ",New Democratic Party,JOLIETTE,Quebec,1,41
"REDL, Heidi ",Green Party of Canada,CARIBOO--PRINCE GEORGE,British Columbia,0,41
"REDMAN, Karen ",Liberal,KITCHENER CENTRE,Ontario,0,41
"REDMAN, Laura ",Liberal,HALIBURTON--KAWARTHA LAKES--BROCK,Ontario,0,41
"REEVES, Chantal ",New Democratic Party,AHUNTSIC,Quebec,0,41
"REKMANS, Lorraine A. ",Green Party of Canada,ALGOMA--MANITOULIN--KAPUSKASING,Ontario,0,41
"REMIGIO, Judi ",Green Party of Canada,HALTON,Ontario,0,41
"REMPEL, Michelle ",Conservative Party of Canada,CALGARY CENTRE-NORTH,Alberta,1,41
"REYNOLDS, Lynne ",Conservative Party of Canada,NICKEL BELT,Ontario,0,41
"RICHARDSON, Sheila ",Green Party of Canada,KINGS--HANTS,Nova Scotia,0,41
"RIOUX, Caroline ",Green Party of Canada,OTTAWA--VANIER,Ontario,0,41
"RIVERO, Ana Maria ",New Democratic Party,ETOBICOKE CENTRE,Ontario,0,41
"RIVIER, Marlene ",New Democratic Party,OTTAWA WEST--NEPEAN,Ontario,0,41
"ROBICHAUD, Jacquie ",New Democratic Party,EGMONT,Prince Edward Island,0,41
"ROBINSON, Wendy ",New Democratic Party,CUMBERLAND--COLCHESTER--MUSQUODOBOIT VALLEY,Nova Scotia,0,41
"RODRIGUES, Theresa ",Conservative Party of Canada,DAVENPORT,Ontario,0,41
"RODRIGUEZ-LARRAIN, Claudia ",Green Party of Canada,VAUGHAN,Ontario,0,41
"ROMANOW, Jacqueline ",Green Party of Canada,WINNIPEG CENTRE,Manitoba,0,41
"ROWLEY, Elizabeth ",Communist Party of Canada,BRAMPTON--SPRINGDALE,Ontario,0,41
"ROY, Véronique ",Bloc Québécois,WESTMOUNT--VILLE-MARIE,Quebec,0,41
"ROYER, Geneviève ",Marxist-Leninist Party,BOURASSA,Quebec,0,41
"RUDD, Kim ",Liberal,NORTHUMBERLAND--QUINTE WEST,Ontario,0,41
"SALSMAN, Shaunna ",Green Party of Canada,ESQUIMALT--JUAN DE FUCA,British Columbia,0,41
"SAVOIE, Denise ",New Democratic Party,VICTORIA,British Columbia,1,41
"SAWECZKO, Jilian ",Conservative Party of Canada,YORK SOUTH--WESTON,Ontario,0,41
"SCHAEFER, Monika ",Green Party of Canada,YELLOWHEAD,Alberta,0,41
"SCHOEP, Tammy ",New Democratic Party,DURHAM,Ontario,0,41
"SCHWEY, Linda ",Liberal,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,0,41
"SCOTT, Helmi ",Green Party of Canada,CYPRESS HILLS--GRASSLANDS,Saskatchewan,0,41
"SELLAH, Djaouida ",New Democratic Party,SAINT-BRUNO--SAINT-HUBERT,Quebec,1,41
"SENIOR, Shelley ",New Democratic Party,HUMBER--ST. BARBE--BAIE VERTE,Newfoundland and Labrador,0,41
"SGRO, Judy ",Liberal,YORK WEST,Ontario,1,41
"SHASKO, Larissa ",Green Party of Canada,PALLISER,Saskatchewan,0,41
"SHAW, Laura-Leah ",Green Party of Canada,VANCOUVER QUADRA,British Columbia,0,41
"SHEA, Gail ",Conservative Party of Canada,EGMONT,Prince Edward Island,1,41
"SHILLINGTON, Karen ",New Democratic Party,VANCOUVER CENTRE,British Columbia,0,41
"SIMMONS, Marney Jeanne ",New Democratic Party,CAPE BRETON--CANSO,Nova Scotia,0,41
"SIMS, Jinny ",New Democratic Party,NEWTON--NORTH DELTA,British Columbia,1,41
"SIMSON, Michelle ",Liberal,SCARBOROUGH SOUTHWEST,Ontario,0,41
"SINGH, Colette ",New Democratic Party,CALGARY NORTHEAST,Alberta,0,41
"SITSABAIESAN, Rathika ",New Democratic Party,SCARBOROUGH--ROUGE RIVER,Ontario,1,41
"SLADE, Mary ",Green Party of Canada,LEEDS--GRENVILLE,Ontario,0,41
"SMITH, Joy ",Conservative Party of Canada,KILDONAN--ST. PAUL,Manitoba,1,41
